id,game,score,leaderbord,gamers,comp_perc,rating,min_comp_time,max_comp_time,recommend to play
1398,The Walking Dead: The Final Season (Physical),1464,1.16,788,60.2,3.5,8,10,recommended
1399,The Walking Dead: The Telltale Definitive Series (EU),1631,1.28,2122,52.1,4.7,30,35,recommended
1400,The Wardrobe,1516,1.14,398,74.9,4.1,1,2,recommended
1401,The Warriors,801,2.54,6584,9.2,4.2,12,15,recommended
1402,The Witcher 3: Wild Hunt,3253,1.87,143548,5.9,4.7,80,100,recommended
1403,The Witcher 3: Wild Hunt – Complete Edition,3736,2.15,22975,7.3,4.8,80,100,recommended
1404,The Witcher 3: Wild Hunt – Game of the Year Edition (EU),3155,1.81,35129,11.9,4.7,120,150,recommended
1405,The Witness,2187,1.62,37711,17.9,4,20,25,recommended
1406,The Wolf Among Us,1470,1.15,42787,66.2,4.3,8,10,recommended
1407,The World of Nubla,1270,1.01,1513,98.1,2.4,0,1,not recommended
1408,The World of Nubla (EU),1295,1.03,6771,93.4,2.1,0,1,not recommended
1409,Theme Park Simulator: Rollercoaster Paradise,1297,1.01,385,98.7,0.5,0,1,not recommended
1410,Theme Park Simulator: Rollercoaster Paradise (EU),1302,1.01,549,97.3,1.2,0,1,not recommended
1411,Thief,3972,2.94,43110,7,3.4,35,40,recommended
1412,This War of Mine: The Little Ones,2928,2.3,36672,11.3,3.8,20,25,recommended
1413,Thomas Was Alone,415,1.32,32005,46.6,3.7,3,4,recommended
1414,Three Fourths Home: Extended Edition,320,1.12,2801,69.9,2.5,1,2,not recommended
1415,Three Fourths Home: Extended Edition (EU),309,1.08,1090,78.4,2.1,0,1,not recommended
1416,Thronebreaker: The Witcher Tales,2070,1.53,6366,27.1,3.7,25,30,recommended
1417,Thumper,4753,3.77,11496,4.4,4.1,20,25,recommended
1418,Thunder Paw,1397,1.03,1104,91.9,1.2,0,1,not recommended
1419,Thunder Paw (EU),1392,1.03,1497,92.6,1.3,0,1,not recommended
1420,Tic-Tac-Letters by POWGI,1337,1.01,926,97,1,0,1,not recommended
1421,Tic-Tac-Letters by POWGI (EU),1338,1.01,1423,96.6,1.7,0,1,not recommended
1422,Timber Tennis: Versus,1823,1.45,792,39.3,2.4,8,10,not recommended
1423,Tina's Toy Factory,364,1.21,1343,46.6,2.4,2,3,not recommended
1424,Tiny Troopers Joint Ops,907,2.08,17872,6.7,2.9,6,8,not recommended
1425,Titan Attacks!,444,1.41,25017,33.9,3.1,2,3,recommended
1426,Titan Souls,5975,4.43,26847,3.4,3.4,15,20,recommended
1427,Titanfall 2,2559,1.94,125923,12.1,4.3,15,20,recommended
1428,Tokyo Xanadu eX+,3351,2.48,5400,8.8,4.4,60,80,recommended
1429,Tom Clancy's Ghost Recon Breakpoint,2499,1.87,29021,14.8,3.2,40,50,recommended
1430,Tom Clancy's Ghost Recon Wildlands,3330,1.98,82422,2.7,3.7,60,80,recommended
1431,Tom Clancy's Rainbow Six Siege (PS4),2276,1.69,105056,15.3,4.1,60,80,recommended
1432,Tom Clancy's The Division,3417,2,133058,0.8,3.7,60,80,recommended
1433,Tom Clancy's The Division 2,3903,2.37,80884,0.8,3.9,60,80,recommended
1434,Tomb Raider - Definitive Edition,2662,2.04,88408,10.2,4.3,40,50,recommended
1435,Tonari ni Kanojo no Iru Shiawase ~Two Farce~,305,1.02,705,96.2,2.2,0,1,not recommended
1436,Tonari ni Kanojo no Iru Shiawase ~Winter Guest~,303,1.01,597,97.7,2.8,0,1,not recommended
1437,Torchlight II,2480,1.97,4282,14.1,3.7,40,50,recommended
1438,Toren,403,1.28,1830,47.4,2.7,2,3,not recommended
1439,Toren (EU),384,1.22,1495,54.4,2.4,2,3,not recommended
1440,Touhou: Scarlet Curiosity,503,1.6,1883,30.5,3.4,8,10,recommended
1441,Tower of Dragonasia,1365,1.01,2502,97.4,1.6,0,1,not recommended
1442,Tower of Guns,984,3.12,25277,4.9,2.7,6,8,not recommended
1443,Trackmania Turbo,8526,6.46,72804,0.8,3.5,60,80,recommended
1444,Transference,358,1.26,984,24.8,3.4,0,1,recommended
1445,Transformers: Rise of the Dark Spark,2653,1.97,4972,15.9,2.9,20,25,not recommended
1446,Transistor,2790,2.19,64194,17.3,3.9,12,15,recommended
1447,Trials of Mana,1893,1.4,7888,37.3,4,50,60,recommended
1448,Tricky Towers,6008,4.55,36311,1.9,3,25,30,not recommended
1449,Trine 2: Complete Story,5324,3.94,24024,3.3,3.4,20,25,recommended
1450,Trine 2: Complete Story (EU),4602,3.41,34052,4.5,3.5,40,50,recommended
1451,Trine 3: The Artifacts of Power,1565,1.2,10332,64.2,3.3,4,5,recommended
1452,Trine 4: The Nightmare Prince,1838,1.39,4924,45.6,4,10,12,recommended
1453,Trine Enchanted Edition,2251,1.67,11517,27.9,3.7,12,15,recommended
1454,TRIVIAL PURSUIT LIVE! (EU),734,2.33,8214,4.8,3.4,10,12,recommended
1455,Tropico 5,5059,2.91,48208,1.1,3.6,30,35,recommended
1456,Tropico 6,3199,2.48,2071,9.1,4.4,40,50,recommended
1457,Trover Saves the Universe,2149,1.56,5638,14.7,4.1,8,10,recommended
1458,Trüberbrook,1559,1.17,847,62.6,3.3,3,4,recommended
1459,Tsuki ni Yorisou Otome no Sahou ~Hidamari no Hibi~,1301,1.01,518,98.3,2.1,0,1,not recommended
1460,Twin Breaker: A Sacred Symbols Adventure,1929,1.46,1994,36.4,3.4,8,10,recommended
1461,Twin Robots,1486,1.1,1932,77.2,2.3,2,3,not recommended
1462,Twin Robots (EU),1488,1.1,2998,76.8,2.3,3,4,not recommended
1463,Twisted Metal: Black,581,1.84,3888,19,3.8,6,8,recommended
1464,Type:Rider,575,1.83,15789,17.6,2.8,3,4,not recommended
1465,Typoman: Revised (EU),2171,1.68,805,26,3,10,12,not recommended
1466,Ultratron,593,1.88,15139,14.3,2.8,4,5,not recommended
1467,Uncanny Valley,520,1.65,6645,28.4,2.2,2,3,not recommended
1468,Uncharted 2: Among Thieves Remastered,2850,1.86,135195,4.6,4.5,20,25,recommended
1469,Uncharted 3: Drake's Deception Remastered,2835,1.84,118362,5.1,4.3,15,20,recommended
1470,Uncharted 4: A Thief's End,3268,2.14,241211,1.5,4.6,25,30,recommended
1471,Uncharted: Drake's Fortune Remastered,2904,1.92,171186,4.9,4.1,20,25,recommended
1472,Uncharted: The Lost Legacy,2210,1.64,113045,27.6,4.3,15,20,recommended
1473,Undertale,1600,1.27,22581,55.2,3.9,4,5,recommended
1474,Unearthing Mars,397,1.32,373,31.9,1.8,1,2,not recommended
1475,Unmechanical: Extended,527,1.67,12552,23.8,3.2,2,3,recommended
1476,UNO,771,2.45,26395,6.1,3.6,5,6,recommended
1477,Unravel,2396,1.81,37563,21.5,4,10,12,recommended
1478,Until Dawn,2048,1.55,135672,33.1,4.2,15,20,recommended
1479,Untitled Goose Game,2036,1.51,7087,30.7,4.1,6,8,recommended
1480,Utawarerumono: Prelude to the Fallen,1817,1.44,360,33.1,3.9,35,40,recommended
1481,Valentino Rossi: The Game,2243,1.72,2355,23.5,3.4,35,40,recommended
1482,Valiant Hearts: The Great War,466,1.48,77519,16.7,4,6,8,recommended
1483,Valkyria Chronicles 4,2363,1.75,9030,23.3,4.4,60,80,recommended
1484,Valkyria Chronicles Remastered,2084,1.58,6529,31.6,4.4,40,50,recommended
1485,Valley,2132,1.65,2361,27.3,3.2,10,12,recommended
1486,Valthirian Arc: Hero School Story,2272,1.8,1694,21.7,3.1,30,35,recommended
1487,Vampyr,3113,2.31,54188,11.1,3.5,20,25,recommended
1488,Velocity 2X,6942,3.99,55704,0.7,3.5,12,15,recommended
1489,Vera Blanc: Full Moon (EU),1301,1.01,426,96.7,2.5,0,1,not recommended
1490,Virginia,1536,1.16,13161,70.3,3.1,3,4,recommended
1491,Volume,2021,1.5,6073,39.7,3.5,8,10,recommended
1492,Vostok Inc,1740,1.33,1838,40.2,3.7,15,20,recommended
1493,War of the Monsters,679,2.16,4347,9.6,3.3,4,5,recommended
1494,War Theatre: Blood of Winter,1405,1.12,1391,77.6,2,1,2,not recommended
1495,Warframe (PS4),7883,3.6,111203,0.3,3.5,35,40,recommended
1496,Warlock's Tower,1381,1.03,1181,91.6,1.2,1,2,not recommended
1497,Warlock's Tower (Asia),1349,1.01,711,97.7,1.2,0,1,not recommended
1498,Warlock's Tower (EU),1370,1.03,1574,93.7,2,1,2,not recommended
1499,Warriors Orochi 4,2500,1.62,7632,2.1,4,60,80,recommended
1500,Watch Dogs: Legion (PS4),2577,1.95,19404,15.2,3.5,35,40,recommended
1501,Watch_Dogs,2849,1.94,141823,3.4,3.6,40,50,recommended
1502,Watch_Dogs 2,2398,1.6,104417,3,4,25,30,recommended
1503,Wattam,2701,2,1401,17.4,3.6,4,5,recommended
1504,WE ARE DOOMED,1560,4.95,3902,2.3,2.3,8,10,not recommended
1505,Weeping Doll,374,1.19,1501,47,2.1,1,2,not recommended
1506,What Remains of Edith Finch,360,1.2,18418,49.3,4.2,2,3,recommended
1507,What Remains of Edith Finch (EU),356,1.19,21455,50.9,4,2,3,recommended
1508,Wheel of Fortune,577,1.83,2980,10.1,2.5,8,10,not recommended
1509,Wheels of Aurelia,1459,1.16,1749,67.5,2.5,5,6,not recommended
1510,Wheels of Aurelia (EU),1440,1.14,1791,69.6,2.5,6,8,not recommended
1511,Where the Bees Make Honey,1388,1.03,501,53.3,0.9,0,1,not recommended
1512,Whispering Willows,393,1.25,2669,50.1,3,1,2,not recommended
1513,White Night,2276,1.76,3526,26.4,3.5,8,10,recommended
1514,Whiteboyz Wit Attitude: The Pursuit of Money,769,1.55,946,11.4,1.4,0,1,not recommended
1515,Whiteboyz Wit Attitude: The Pursuit of Money (EU),778,1.57,784,11.5,1.3,0,1,not recommended
1516,Wild Arms 3,2750,2.16,2304,16,4.4,60,80,recommended
1517,Without Escape,1333,1.01,1166,97,0.5,0,1,not recommended
1518,Without Escape (EU),1338,1.01,1826,96.1,2,0,1,not recommended
1519,Wolfenstein: The New Order,2099,1.55,93084,26.6,4.2,15,20,recommended
1520,Wolfenstein: The Old Blood,2278,1.69,45881,22,3.9,15,20,recommended
1521,Wolfenstein: Youngblood,2638,1.95,11620,14.3,3.1,40,50,recommended
1522,Wonder Boy: The Dragon's Trap,543,1.9,4997,14.8,3.9,6,8,recommended
1523,Woodle Tree Adventures (EU),379,1.2,204,57.8,1.5,1,2,not recommended
1524,Word Maze by POWGI,1382,1.05,961,89.9,2,1,2,not recommended
1525,Word Maze by POWGI (EU),1363,1.03,1464,92.8,2.2,1,2,not recommended
1526,Word Search by POWGI,1665,1.26,1792,54.8,3.6,12,15,recommended
1527,Word Search by POWGI (EU),1656,1.25,2914,55.8,2.6,15,20,not recommended
1528,Word Sudoku by POWGI,1393,1.06,1702,88.4,2.5,1,2,not recommended
1529,Word Sudoku by POWGI (EU),1378,1.04,2787,90.3,2.3,1,2,not recommended
1530,Word Wheel by POWGI,1387,1.04,1062,91.4,2.9,1,2,not recommended
1531,Word Wheel by POWGI (EU),1368,1.02,1645,94.2,2.9,1,2,not recommended
1532,Wordsweeper by POWGI,1399,1.06,758,83,2.8,3,4,not recommended
1533,Wordsweeper by POWGI (EU),1373,1.04,1210,87.8,2.6,2,3,not recommended
1534,World End Syndrome (EU),1453,1.14,589,73,3.6,25,30,recommended
1535,World of Final Fantasy,2765,2.05,31677,14,4,60,80,recommended
1536,World War Z,4138,3.28,30474,4.1,3.6,100,120,recommended
1537,WRC 5,1930,1.53,6824,32.5,3.4,20,25,recommended
1538,Wreckfest,2651,2.06,13724,14.7,4.1,15,20,recommended
1539,Xeodrifter: Special Edition,546,1.73,6239,18.8,2.8,3,4,not recommended
1540,Xeodrifter: Special Edition (EU),603,1.91,6385,15.1,3,2,3,not recommended
1541,Yakuza 0,3978,2.95,42724,4.4,4.5,150,200,recommended
1542,Yakuza 3 Remastered,3628,2.78,7428,6.3,4,120,150,recommended
1543,Yakuza 4 Remastered,3116,2.33,4680,9.5,4.3,60,80,recommended
1544,Yakuza 6: The Song of Life,2207,1.63,16084,20,4.6,40,50,recommended
1545,Yakuza Kiwami,4386,3.25,54605,3.6,4.3,60,80,recommended
1546,Yakuza Kiwami 2,2685,1.99,15111,11,4.6,60,80,recommended
1547,Yakuza: Like a Dragon,2710,2.01,7272,9.4,4.8,60,80,recommended
1548,Yesterday Origins,1863,1.41,2372,39.5,3.5,3,4,recommended
1549,Yoku's Island Express,1790,1.37,2760,40.4,4,15,20,recommended
1550,Yooka-Laylee,2269,1.76,17479,24,3.6,20,25,recommended
1551,Yooka-Laylee and the Impossible Lair,2075,1.54,3746,28.3,3.9,15,20,recommended
1552,Ys VIII: Lacrimosa of DANA (EU),2288,1.7,3676,18.5,4.4,60,80,recommended
1553,Ys: Memories of Celceta,2948,2.18,12253,12.3,4.2,40,50,recommended
1554,Yu-Gi-Oh! Legacy of the Duelist,500,1.59,16266,9.7,4,25,30,recommended
1555,Yumeutsutsu Re:After (JP),1297,1.02,297,96.6,2,0,1,not recommended
1556,Yumeutsutsu Re:Idol,304,1.01,468,96.2,3.5,0,1,recommended
1557,Zero Escape: The Nonary Games,1682,1.25,5061,56.9,4.4,35,40,recommended
1558,Zero Escape: Zero Time Dilemma,1504,1.19,10324,66.8,4,20,25,recommended
1559,Zero Strain (EU),1392,1.03,283,91.5,3.2,0,1,recommended
1560,Zero Zero Zero Zero,1339,1.04,998,87.2,0.5,0,1,not recommended
1561,Zero Zero Zero Zero (Asia),1308,1.01,439,94.8,0.5,0,1,not recommended
1562,Zero Zero Zero Zero (EU),1340,1.04,1282,86.8,2.1,0,1,not recommended
1563,Zeroptian Invasion,1324,1.03,2737,90.6,2.1,0,1,not recommended
1564,Zeroptian Invasion (Asia),1303,1.01,1259,96.3,1.9,0,1,not recommended
1565,Zeroptian Invasion (EU),1330,1.03,3835,88.8,2,0,1,not recommended
1566,Zeus Quest Remastered,1359,1.04,674,90.1,1.8,2,3,not recommended
1567,Zeus Quest Remastered (EU),1348,1.03,714,91,1.3,1,2,not recommended
1568,ZOMBI,3953,3,76429,5.3,2.9,20,25,not recommended
1569,Zombie Army Trilogy,2665,1.97,24058,14.1,3.7,30,35,recommended
1570,.hack//G.U. Last Recode,2522,1.87,7840,16.6,4.1,80,100,recommended
1571,1000 Top Rated,1379,1.02,2995,94.8,1.9,0,1,not recommended
1572,101 Ways to Die,2045,1.58,2151,30.9,3.3,10,12,recommended
1573,11-11 Memories Retold,1863,1.41,2261,42.4,4.1,10,12,recommended
1574,112th Seed,1365,1.01,774,97.2,1.5,0,1,not recommended
1575,112th Seed (EU),1367,1.01,1077,96.9,2.4,0,1,not recommended
1576,13 Sentinels: Aegis Rim,1672,1.24,10134,55,4.4,30,35,recommended
1577,1979 Revolution: Black Friday,1598,1.22,1384,58.2,2.4,3,4,not recommended
1578,2064: Read Only Memories,2908,2.15,7163,13.9,3,15,20,not recommended
1579,36 Fragments of Midnight,1367,1.06,8472,82.3,2.5,0,1,not recommended
1580,36 Fragments of Midnight (Asia),1335,1.03,2131,88.9,2.4,0,1,not recommended
1581,36 Fragments of Midnight (EU),1382,1.07,12273,79.2,2.4,0,1,not recommended
1582,428: Shibuya Scramble,1943,1.47,916,41.5,4.2,40,50,recommended
1583,428: Shibuya Scramble (EU),1917,1.45,718,42.6,4.2,40,50,recommended
